name_customer,cust_number,doc_id,total_open_amount,due_in_date,paymentPredictedDate
BJ'S  corp,200726979,1930636557,622.25,3/26/2020,3/21/2020
WAL-MAR corp,200769623,1930632188,12390.69,3/26/2020,3/21/2020
ALBERT trust,200881076,1930638630,38811.1,3/26/2020,3/27/2020
WAL-MAR corp,200769623,1930635640,6579.74,3/26/2020,4/7/2020
KROGER systems,200729290,1930635249,15997.3,3/26/2020,3/21/2020
WAL-MAR ,200769623,1930637307,6171.06,3/26/2020,3/22/2020
BJ'S  systems,200726979,1930637514,576.28,3/26/2020,3/27/2020
MBM  associates,200754278,1930611117,13728.9,3/31/2020,4/1/2020
H E BUT in,200761734,1930637218,5678.61,3/26/2020,3/31/2020
PREF associates,100055160,1930627731,10600,4/12/2020,4/7/2020
BROOKS us,200743129,1930633974,113438,3/26/2020,5/6/2020
MEIJ llc,200780383,1930636933,1026.1,3/26/2020,3/28/2020
SUPE corp,200793568,1930635405,6288.69,3/26/2020,3/27/2020
BAS llc,100004536,1930632577,16758.14,3/26/2020,3/28/2020
WAL-MAR llc,200769623,1930637757,14165.18,3/26/2020,3/27/2020
RESTA co,200974851,1930643256,4519.59,3/26/2020,4/1/2020
H T  associates,140049310,1930638159,7035.15,3/26/2020,4/4/2020
BJ'S  associates,200726979,1930645952,563.35,3/26/2020,3/22/2020
WAL-MAR llc,200769623,1930623252,7162.27,3/26/2020,3/22/2020
BJ'S  llc,200726979,1930637315,370.66,3/26/2020,3/23/2020
SYSCO  trust,200764795,1930601402,6124.8,4/12/2020,3/21/2020
ALBER foundation,200750051,1930638635,62988.09,3/26/2020,3/28/2020
SYSCO  corporation,200764795,1930601282,8228.16,4/12/2020,4/12/2020
KROG foundation,200133150,1930636660,35910.7,3/26/2020,3/26/2020
ASSOCIAT us,200772670,1930641606,18768.59,3/26/2020,4/3/2020
WAL-MAR llc,200769623,1930630139,39811.96,3/26/2020,3/28/2020
LIDL in,100047527,1930630084,648.68,5/15/2020,3/27/2020
BJ'S  in,200726979,1930636562,814.29,3/26/2020,3/27/2020
BE us,200806580,1930623457,1329.5,3/26/2020,3/29/2020
COST corp,200794332,1930637321,3756.46,3/26/2020,5/15/2020
WAL-MAR foundation,200769623,1930624892,11145.15,3/26/2020,3/28/2020
WAL-MAR co,200769623,1930636548,41742.42,3/26/2020,3/21/2020
C&S WH systems,200762301,1930630314,14169.42,3/26/2020,3/27/2020
AM ,200418007,1930628828,2680.9,3/26/2020,3/26/2020
SAFEW in,200772595,1930626271,5369.12,5/15/2020,3/26/2020
WAL-MAR in,200769623,1930630362,12872.46,3/26/2020,5/19/2020
MEIJ llc,200780383,1930637596,74825.6,3/26/2020,3/27/2020
SA corporation,200759878,1930632321,1063.8,5/15/2020,5/11/2020
PORK trust,200689451,1930636981,125355.74,3/26/2020,3/30/2020
SA trust,200759878,1930636913,1063.8,5/15/2020,3/27/2020
WAL-MAR co,200769623,1930638012,36633.36,3/26/2020,5/10/2020
PUBLI trust,200707822,1930637988,89154.27,3/26/2020,3/28/2020
WAL-MAR trust,200769623,1930630631,10258.87,3/26/2020,3/26/2020
ASSOCIAT corp,200772670,1930641694,35995.89,3/26/2020,3/26/2020
BI associates,100015557,1930641502,28359.98,3/26/2020,3/29/2020
DEALER llc,140104234,-2147483648,2986.6,3/23/2020,3/23/2020
BJ'S  co,200726979,1930635252,351.58,3/26/2020,3/23/2020
MAGIC  systems,200206441,1930606718,12886.2,3/21/2020,3/16/2020
MARTIN trust,140104472,-2147483648,12126.96,3/23/2020,3/24/2020
WAL-MAR trust,200769623,1930632641,7451.7,3/26/2020,4/7/2020
BANNER associates,200756762,1930611528,6040.36,3/26/2020,3/26/2020
COLABOR  llc,140104340,-2147483648,5424.72,3/22/2020,3/23/2020
WAL-MAR llc,200769623,1930627803,12514.51,3/26/2020,3/27/2020
PERFOR ,200744707,1930643264,55349.72,3/26/2020,5/16/2020
ROU associates,200790107,1930636890,18583.35,3/26/2020,4/7/2020
RESER corporation,200149567,1930637162,84439.15,4/25/2020,3/21/2020
GO us,200721222,1930637696,89507.53,3/26/2020,3/22/2020
C&S WH llc,200762301,1930629348,7901.99,3/26/2020,3/26/2020
ALBER ,200750051,1930638636,49810.1,3/26/2020,4/20/2020
AFFILI ,200779051,1930638442,102666.97,3/26/2020,4/9/2020
WAL-MAR ,200769623,1930637307,6171.06,3/26/2020,3/30/2020
WINC corporation,200706844,1930635230,61951.82,3/26/2020,3/26/2020
C&S WH co,200762301,1930639529,147644.97,3/26/2020,3/21/2020
ASSOCIAT co,200772670,1930637127,3427.77,3/26/2020,5/10/2020
BROOKS ,200743129,1930642217,57106.06,3/26/2020,3/21/2020
LOB us,140104409,-2147483648,242258.76,3/22/2020,3/26/2020
KRAFT  llc,CCCA02,1930635758,14479.92,4/15/2020,6/21/2020
KROGE ,200776463,1930633975,113205.84,3/26/2020,3/29/2020
INDIANH systems,200789344,1930637897,6871.28,3/26/2020,3/21/2020
WAL-MAR in,200769623,1930636946,481.52,3/26/2020,3/26/2020
DOLLA in,200148860,1930637987,14525.47,3/26/2020,3/26/2020
WAL-MAR corp,200769623,1930629844,35373.56,3/26/2020,3/26/2020
WAL-M corp,140106408,-2147483648,1687.19,3/21/2020,3/27/2020
LOB corporation,140104409,-2147483648,3147.84,3/23/2020,4/12/2020
MCLANE associates,200126819,1930635534,21295.48,3/26/2020,3/26/2020
KROGER in,200748108,1930642817,120396.17,3/26/2020,3/21/2020
ALBERT corporation,200920735,1930636624,110479.54,3/26/2020,3/21/2020
WAL-MAR corp,200769623,1930629855,60650.05,3/26/2020,4/6/2020
SAFEW foundation,200772595,1930624284,61710.81,3/26/2020,3/29/2020
TIM H associates,200822900,1930606131,14764.5,4/12/2020,3/27/2020
WAL-MAR co,200769623,1930630150,14196.24,3/26/2020,3/27/2020
WAL-MAR ,200769623,1930637001,8893.05,3/26/2020,3/26/2020
ALBER corp,200750051,1930637712,46384.59,3/26/2020,4/1/2020
COAS us,200337148,1930641517,66158.91,3/26/2020,3/22/2020
SA corp,200759878,1930635365,26829.15,3/26/2020,3/26/2020
WAL-MAR foundation,200769623,1930635447,55765.73,3/26/2020,3/26/2020
BROOKS us,200743129,1930633974,113438,3/26/2020,3/25/2020
UNITE llc,200799538,1930639852,14687.75,5/15/2020,4/1/2020
MDV/ corporation,200792734,1930646407,29471.27,3/26/2020,3/19/2020
WAL-MAR in,200769623,1930630367,334.12,3/26/2020,3/22/2020
WAL-MAR corporation,200769623,1930633876,32013.03,3/26/2020,3/28/2020
WAL-MAR ,200769623,1930642584,55085.76,3/26/2020,3/26/2020
ATLANTA  systems,200458253,1930632975,53333.28,4/10/2020,3/21/2020
JET associates,100049207,1930611453,37009.89,3/26/2020,3/24/2020
WAL-MAR associates,200769623,1930630141,12116.93,3/26/2020,5/12/2020
WAL-MAR co,200769623,1930637497,55781.08,3/26/2020,4/10/2020
H E BUT us,200761734,1930636506,90711.47,3/26/2020,3/26/2020
LOB llc,140104409,-2147483648,53597.3,3/23/2020,4/12/2020
PLAZA systems,200978592,1990571247,85385.19,4/15/2020,3/26/2020
DOLLA trust,200148860,1930629393,15800.64,3/26/2020,3/26/2020
UNITE foundation,200799538,1930639851,78438.47,3/26/2020,3/27/2020
ALIMENTS associates,100031969,-2147483648,5321.25,3/23/2020,3/26/2020
SYSCO  systems,200785971,1930637380,4328.73,3/26/2020,4/4/2020
SUGAR  in,200712102,1930637697,40284,5/10/2020,3/27/2020
BJ'S  corporation,200726979,1930637240,657.77,3/26/2020,3/28/2020
BURR us,200555117,1930632853,92695.71,3/26/2020,3/7/2020
KROGER systems,200793513,1930635474,127044.98,3/26/2020,3/26/2020
WAL-MAR corporation,200769623,1930637695,48739.35,3/26/2020,3/21/2020
COLABOR  foundation,140104340,-2147483648,796.4,3/22/2020,3/17/2020
WAL-MAR corp,200769623,1930635335,14588.36,3/26/2020,3/7/2020
TRUI trust,100026401,1930635436,35907.6,4/10/2020,4/10/2020
DEALER llc,140104234,-2147483648,2986.6,3/23/2020,3/24/2020
WAL-MAR us,200769623,1930632451,46428.83,3/26/2020,3/21/2020
US  llc,200571849,1930637718,45160.59,3/26/2020,3/27/2020
WAL-MAR associates,200769623,1930632180,22151.54,3/26/2020,3/30/2020
BARGAIN  corp,200290370,1930632614,46070.19,3/26/2020,3/27/2020
M B  associates,200741174,1930638152,1045.14,3/26/2020,3/26/2020
PERFOR us,200722444,1930637020,48373.44,4/12/2020,3/27/2020
SA co,200759878,1930636871,9964.72,3/26/2020,3/16/2020
WAL-MAR associates,200769623,1930636951,18723.88,3/26/2020,3/27/2020
M B  llc,200741174,1930643024,1212.23,3/26/2020,3/21/2020
WAL-MAR associates,200769623,1930635331,5278.35,3/26/2020,3/26/2020
H E BUT us,200761734,1930631504,86236.05,3/26/2020,4/14/2020
WAL-MAR in,200769623,1930632626,661.11,3/26/2020,3/28/2020
JOHN in,140104336,-2147483648,14619.38,3/23/2020,3/27/2020
KROGER foundation,200752302,1930622170,19436.3,3/26/2020,3/25/2020
ALBERT ,200920735,1930642818,67164.12,3/26/2020,4/14/2020
DOT foundation,200705742,1930637772,7072.44,3/26/2020,3/27/2020
KRAFT F corp,CCU013,1930639474,3698.2,3/11/2020,3/23/2020
WAL-MAR systems,200769623,1930635254,47556.72,3/26/2020,3/27/2020
COST in,200794332,1930632824,51255.56,3/26/2020,3/30/2020
FOOD 4 associates,200779719,1930637040,15230.01,3/26/2020,3/17/2020
WAL-MAR ,200769623,1930638006,39609,3/26/2020,3/21/2020
WAL-MAR associates,200769623,1930630125,14983.01,3/26/2020,3/26/2020
COST in,200794332,1930641007,38085.59,3/26/2020,3/26/2020
AM ,200418007,1930610277,86.88,5/15/2020,3/21/2020
WAL-MAR us,200769623,1930635612,1322.22,3/26/2020,3/27/2020
BAS ,100004536,1930637046,8977.85,5/15/2020,3/26/2020
COLABOR  foundation,140104340,-2147483648,796.4,3/22/2020,5/29/2020
WAL-MAR co,200769623,1930623530,9579.37,3/26/2020,3/21/2020
BJ'S  co,200726979,1930636972,399.19,3/26/2020,5/11/2020
BAUGH SU llc,200434439,1930624797,27286.4,3/26/2020,3/29/2020
PERFOR us,200743592,1930647135,12178.82,4/1/2020,3/29/2020
INGL trust,200759082,1930641951,104345.23,3/27/2020,3/22/2020
CO foundation,100057168,1930638261,42.66,5/16/2020,3/27/2020
MCL corporation,200799367,1930636739,403.05,5/16/2020,5/10/2020
GROC associates,100036066,1930606900,10143.9,3/27/2020,3/27/2020
WAL-MAR corporation,200769623,1930609406,1830.65,3/27/2020,5/11/2020
DOT foundation,200705742,1930643500,25448.32,4/13/2020,5/23/2020
WINC corp,200706844,1930636685,1445.54,3/27/2020,3/29/2020
ALBERT associates,200920735,1930637660,19449.29,5/16/2020,4/1/2020
HAR in,200762950,1930636757,113392.04,3/27/2020,4/13/2020
COST corporation,200794332,1930631596,8793.09,3/27/2020,3/22/2020
US FOO systems,200223640,1930627428,14399.22,4/1/2020,3/27/2020
UNITED  associates,200731999,1930629904,39560.59,3/27/2020,4/27/2020
ASSOCIAT ,200772670,1930642553,1054.45,3/27/2020,3/29/2020
SA foundation,200759878,1930643029,30345.52,3/27/2020,3/27/2020
COST associates,200794332,1930626275,8233.79,3/27/2020,3/28/2020
WAL-MAR us,200769623,1930637137,661.11,3/27/2020,7/25/2020
WAL-MAR systems,200769623,1930636876,60689.09,3/27/2020,3/22/2020
C&S WH trust,200762301,1930642593,141916.45,3/27/2020,4/1/2020
SA systems,200759878,1930637653,24841.78,3/27/2020,3/28/2020
WAL-MAR us,200769623,1930642947,40368.38,3/27/2020,3/27/2020
WAL-MAR foundation,200769623,1930641938,19965,3/27/2020,3/22/2020
PLAZA co,200978592,1990572404,22947.73,4/16/2020,3/27/2020
WAL-MAR in,200769623,1930645488,25512.65,3/27/2020,3/27/2020
DOT trust,200705742,1930642693,94251.65,4/1/2020,3/20/2020
PERFOR corp,200722444,1930610986,33053.38,3/27/2020,4/15/2020
SA corp,200759878,1930643227,5319,5/16/2020,3/22/2020
JETRO corporation,200833713,1930633958,13383.84,3/27/2020,3/27/2020
KROGER llc,200752302,1930628722,14002.34,3/27/2020,5/19/2020
BJ'S  co,200726979,1930635497,744.02,3/27/2020,5/16/2020
MCL in,200799367,1930636692,1007.58,5/16/2020,3/26/2020
AM ,200418007,1930635096,21984.52,3/27/2020,3/30/2020
COSTCO foundation,140104429,-2147483648,34130.2,3/22/2020,5/2/2020
ALBERT in,200920735,1930641956,30273.58,5/16/2020,6/16/2020
C&S WH corporation,200762301,1930637097,1896.62,3/27/2020,3/29/2020
US  co,200571849,1930645424,5556.46,4/1/2020,3/27/2020
LOB co,140104409,-2147483648,85344.53,3/30/2020,4/4/2020
DOT us,200705742,1930642695,106819.49,4/1/2020,3/27/2020
WAL-MAR foundation,200769623,1930632064,14940.55,3/27/2020,3/25/2020
ASSOCIAT ,200772670,1930646646,1145.31,3/27/2020,3/27/2020
WAL-M associates,140106408,-2147483648,4608.02,3/22/2020,4/4/2020
BJ'S  associates,200726979,1930645603,496.72,3/27/2020,4/5/2020
FAMOS associates,200983712,1930638307,29977.62,3/27/2020,4/22/2020
US  co,200357714,1930646704,26118.49,3/27/2020,3/17/2020
AL us,200739006,1930643263,8520,3/27/2020,3/27/2020
SUPER  co,200749225,1930640945,85341.32,3/27/2020,3/25/2020
RESTA associates,200974851,1930645861,1320.21,4/1/2020,3/22/2020
SYSCO  associates,200714710,1930641612,30738.16,4/1/2020,3/22/2020
DOT systems,200705742,1930637770,23771.46,4/13/2020,3/27/2020
DOT ,200705742,1930642790,29927.43,4/13/2020,3/27/2020
DOT foundation,200705742,1930643506,1957.48,4/15/2020,3/27/2020
WAL-MAR corp,200769623,1930630346,74194.96,3/27/2020,3/25/2020
WINC foundation,200706844,1930635229,54782.62,3/27/2020,3/25/2020
DOT us,200705742,1930647318,72061.14,4/1/2020,3/27/2020
SA associates,200759878,1930636844,24021.59,3/27/2020,5/17/2020
PUBLI co,200707822,1930645405,604.04,3/27/2020,4/8/2020
WEGMAN systems,200711029,1930645610,22629.76,5/16/2020,4/15/2020
WAL-MAR trust,200769623,1930638248,26456.94,3/27/2020,3/27/2020
WAL-MAR co,200769623,1930641941,5358.2,3/27/2020,3/29/2020
KRI llc,200375796,1930610853,4216.32,3/27/2020,3/25/2020
TARG in,200744019,1930641703,14605.41,5/16/2020,5/16/2020
WAL-MAR trust,200769623,1930637635,661.11,3/27/2020,3/27/2020
SUPE trust,200793568,1930638546,4258.8,3/27/2020,3/27/2020
WAL-MAR systems,200769623,1930632927,16377.1,3/27/2020,4/2/2020
WAL-MAR in,200769623,1930642957,9936.4,3/27/2020,4/4/2020
BAS systems,100004536,1930643068,129534.91,3/27/2020,3/27/2020
NEX ,200761497,1930642618,261.36,3/27/2020,5/17/2020
WAL-MAR corp,200769623,1930632147,38146.08,3/27/2020,3/27/2020
SA associates,200759878,1930643028,31910.36,3/27/2020,3/28/2020
WAKE trust,200704858,1930629398,103294.84,3/27/2020,3/26/2020
WAL-MAR in,200769623,1930636666,32498.68,3/27/2020,3/22/2020
SA associates,200759878,1930637478,24307.26,3/27/2020,3/29/2020
DELHAIZE trust,100031704,1930638603,110889.79,3/27/2020,4/4/2020
WAL-MAR in,200769623,1930637079,4821.77,3/27/2020,3/25/2020
SYSCO F corporation,200718130,1930646616,20501.94,3/27/2020,3/19/2020
WAL-MAR corp,200769623,1930641567,32341.6,3/27/2020,3/28/2020
KRAFT F foundation,CCU013,1930659944,11692.8,3/12/2020,3/28/2020
WAL-MAR llc,200769623,1930630809,2982.64,3/27/2020,3/25/2020
INGL us,200759082,1930641950,22983.35,3/27/2020,3/28/2020
DOLLA trust,200148860,1930637275,33052.36,5/16/2020,3/19/2020
WAL-MAR us,200769623,1930639648,81145.59,3/27/2020,3/27/2020
MEIJ us,200780383,1930640996,4083.21,3/27/2020,3/29/2020
TIM H systems,200822900,1930641569,42323.47,4/1/2020,3/22/2020
RESTA llc,200974851,1930642962,8395.6,3/27/2020,5/4/2020
RESTA llc,200974851,1930645590,1495.22,4/1/2020,3/27/2020
WAL-MAR corporation,200769623,1930642861,56026.1,3/27/2020,4/2/2020
COST in,200794332,1930643121,30740.59,3/27/2020,3/26/2020
DOLLA systems,200148860,1930637829,51173.13,3/27/2020,3/27/2020
WAL-MAR us,200769623,1930629325,16552.34,3/27/2020,3/27/2020
COST us,200794332,1930638181,46317.41,3/27/2020,5/1/2020
KROG associates,200749782,1930635834,39739.03,3/27/2020,3/26/2020
BARGAIN  co,200290370,1930618589,16546.14,3/27/2020,3/29/2020
WAL-MAR associates,200769623,1930637139,65150.93,3/27/2020,3/23/2020
WAL-MAR llc,200769623,1930647603,48062.12,3/27/2020,3/27/2020
TAPA foundation,100043933,1930595887,49885.92,3/27/2020,3/27/2020
AM co,200418007,1930639641,3758.2,5/16/2020,3/27/2020
KWI co,200315290,1930635443,39977.79,3/27/2020,3/22/2020
C&S WH in,200762301,1930646576,96517.54,3/27/2020,4/2/2020
SAVE-ON- associates,140104225,-2147483648,5461.62,3/23/2020,3/29/2020
BJ'S  llc,200726979,1930645131,16301.91,3/27/2020,3/27/2020
MCLANE llc,200126819,1930643038,51061.06,3/27/2020,4/1/2020
WAL-MAR in,200769623,1930641540,1898.9,3/27/2020,5/21/2020
SYSC ,140105686,-2147483648,10285.6,3/23/2020,3/27/2020
KROGER in,200729290,1930646216,36723.27,3/27/2020,4/15/2020
ALBER llc,200750051,1930647116,17498.62,3/27/2020,3/22/2020
MCLANE foundation,200126819,1930630915,23788.2,3/27/2020,3/18/2020
MITCH co,200799342,1930643187,2183.3,3/27/2020,3/28/2020
KRAFT  corporation,CCCA02,1930635854,12602.88,4/16/2020,3/25/2020
MEIJ systems,200780383,1930645754,72821.63,3/27/2020,3/27/2020
SA ,200759878,1930638514,33584.39,3/27/2020,3/22/2020
TARG llc,200744019,1930630801,46179.93,3/27/2020,4/14/2020
COST associates,200794332,1930635470,31683.43,3/27/2020,4/24/2020
SUPE co,200793568,1930641911,125620.4,3/27/2020,3/20/2020
DOLLA corporation,200148860,1930642224,17104.32,3/27/2020,3/27/2020
SUPE trust,200793568,1930646538,6022.88,3/27/2020,3/27/2020
PUBLI associates,200707822,1930643210,27284.1,3/27/2020,3/25/2020
DOT in,200705742,1930647224,3299.8,4/15/2020,3/26/2020
PUBLI associates,200707822,1930645982,82656.45,3/27/2020,3/28/2020
WAL-MAR systems,200769623,1930636876,60689.09,3/27/2020,3/27/2020
STATER  us,200743996,1930637666,15774.27,5/16/2020,3/27/2020
WAL-MAR foundation,200769623,1930647409,1356.55,3/27/2020,3/31/2020
TARG corp,200744019,1930637272,18711.23,3/27/2020,5/13/2020
COST systems,200794332,1930637143,62411.65,3/27/2020,3/24/2020
WAL-MAR associates,200769623,1930637247,9329.9,3/27/2020,3/24/2020
DOT trust,200705742,1930643349,36834.08,4/13/2020,3/24/2020
WAL-MAR co,200769623,1930643050,7791.94,3/27/2020,3/24/2020
DARDEN D corporation,200229974,1930638452,22122.79,3/27/2020,3/27/2020
SA associates,200759878,1930643028,31910.36,3/27/2020,4/2/2020
DEMOU trust,200793088,1930638440,17854.08,3/27/2020,5/13/2020
ASSOCIA systems,200735528,1930632856,5065.03,3/27/2020,3/28/2020
C&S WH corporation,200762301,1930646714,147911.66,3/27/2020,3/28/2020
WAL-MAR co,200769623,1930639683,661.11,3/27/2020,3/27/2020
WAL-MAR us,200769623,1930629856,39025.4,3/27/2020,3/28/2020
AFFILI in,200779051,1930646422,50707.09,3/27/2020,3/27/2020
SUPE ,200936373,1930632435,94176.16,3/27/2020,3/28/2020
KROGER us,200729290,1930638436,16879.5,3/27/2020,3/30/2020
WAL-MAR llc,200769623,1930635459,6122.4,3/27/2020,3/28/2020
SAFEW us,200772595,1930637529,21340.79,3/27/2020,3/27/2020
TARG ,200744019,1930638060,79904.12,3/27/2020,3/25/2020
WAL-MAR ,200769623,1930647310,1329.23,3/27/2020,2/28/2020
DOLLA trust,200148860,1930635828,16857.29,3/27/2020,5/27/2020
CO corporation,200561861,1930642670,4436.64,3/27/2020,3/27/2020
COST corp,200794332,1930638087,80918.56,3/27/2020,3/28/2020
WAL-MAR systems,200769623,1930640951,429.51,3/27/2020,3/28/2020
WAL-MAR in,200769623,1930647412,13072.67,3/27/2020,3/28/2020
KRAFT  co,CCCA02,1930635466,21870.54,4/16/2020,3/24/2020
PUBLI corp,200707822,1930638106,135331.25,3/27/2020,3/24/2020
BJ'S  corp,200726979,1930642419,1291.24,3/27/2020,3/28/2020
DOLLA trust,200148860,1930642892,63661.13,3/27/2020,4/13/2020
WINC corp,200706844,1930629335,1522.92,3/27/2020,4/4/2020
RA co,200704045,1930643409,6201.68,3/27/2020,4/4/2020
WAL-MAR in,200769623,1930637334,14864.31,3/27/2020,3/24/2020
COST corporation,200794332,1930632282,14578.55,3/27/2020,3/27/2020
DOLLA co,200148860,1930637006,15367.37,3/27/2020,3/27/2020
US  trust,200622385,1930636845,43803.6,3/27/2020,3/24/2020
IND in,100011958,1991839697,8819.1,4/26/2020,3/26/2020
WAL-MAR corp,200769623,1930641538,8755.2,3/27/2020,3/27/2020
U R M  trust,200773364,1930637114,36737.15,5/16/2020,3/28/2020
WAL-MAR in,200769623,1930642946,36152.5,3/27/2020,3/28/2020
SA foundation,200729942,1930648416,7042,3/28/2020,3/10/2020
SYSCO FO corp,200780825,1930646694,3927.2,3/28/2020,5/20/2020
SMART &  us,200707741,1930643509,72278.05,3/28/2020,3/28/2020
WAL-MAR corporation,200769623,1930645711,71.11,3/28/2020,3/25/2020
DOLLA in,200148860,1930646444,17788.49,3/28/2020,4/9/2020
WAL-MAR trust,200769623,1930642556,1898.2,3/28/2020,3/21/2020
CUSTOM trust,200847305,1930639647,60531.3,3/23/2020,4/2/2020
C&S WH corporation,200762301,1930643279,6812.25,3/28/2020,3/28/2020
COST foundation,200794332,1930643241,13620.94,3/28/2020,3/26/2020
SA foundation,200759878,1930642254,2127.6,5/17/2020,3/25/2020
KRFT FDS llc,CCU002,1930625341,9091.2,4/17/2020,3/9/2020
WAL-MAR in,200769623,1930646761,1898.2,3/28/2020,3/25/2020
WAL-MAR associates,200769623,1930647473,6663.73,3/28/2020,3/28/2020
SYSCO F foundation,200763814,1930647275,11632.83,3/28/2020,5/16/2020
SO corp,140104440,-2147483648,59170.36,3/26/2020,3/28/2020
PUBLI in,200707822,1930629427,8321.05,3/28/2020,4/14/2020
WAL-MAR foundation,200769623,1930641619,16861.3,3/28/2020,3/29/2020
JRD foundation,200781803,1930645641,18539.43,3/28/2020,5/4/2020
PUBLI co,200707822,1930647827,98098.37,3/28/2020,3/28/2020
SMART &  us,200707741,1930643509,72278.05,3/28/2020,3/25/2020
PERISH trust,200526831,1930647648,97940.88,3/28/2020,3/29/2020
BJ'S  associates,200726979,1930646326,225.51,3/28/2020,3/29/2020
COST us,200794332,1930643044,3448.6,3/28/2020,4/1/2020
WAL-MAR us,200769623,1930638610,70692.21,3/28/2020,6/21/2020
WAL-MAR us,200769623,1930637235,55907.71,3/28/2020,3/24/2020
WAL-MAR corporation,200769623,1930645711,71.11,3/28/2020,3/25/2020
KRAFT F foundation,CCU013,1930628805,10494.8,3/13/2020,4/2/2020
WINC corporation,200706844,1930643222,44287.01,3/28/2020,4/9/2020
H E BUT ,200761734,1930651636,11151.56,3/28/2020,3/29/2020
SAVE M associates,200775094,1930647462,74845.19,3/28/2020,3/30/2020
C&S WH ,200762301,1930643533,20212.91,3/28/2020,3/27/2020
C corporation,200778870,1930607064,65961.39,3/28/2020,3/10/2020
COST associates,200794332,1930646409,10676.02,3/28/2020,3/28/2020
SAVE M associates,200775094,1930647462,74845.19,3/28/2020,3/26/2020
MCL us,200799367,1930642810,42359.51,3/28/2020,3/25/2020
KRAFT F in,CCU013,1930641673,12345.58,3/13/2020,3/25/2020
DOLLA foundation,200148860,1930643312,6296.19,5/17/2020,3/28/2020
WAL-MAR in,200769623,1930646268,34661.92,3/28/2020,3/28/2020
